Type,Title,Authors,Year,Venue,Abstract,Url,Author_Ids,Scholar_Url,Citations
Publication,"Bootstrap Leadership: 50 Ways to Break Out, Take Charge, and Move Up",['S Arneson'],,Human Resource Management International Digest,"In Bootstrap Leadership, Steve Arneson presents a practical guide to leadership self-development. The book is replete with ideas and exercises, which are designed to enhance",https://www.emerald.com/insight/content/doi/10.1108/hrmid.2011.04419gaa.016/full/html,[''],/scholar?hl=en&q=info:paDUvx6ZdeIJ:scholar.google.com/&output=cite&scirp=449&hl=en,7
Publication,Stress and its relationship to leadership and a healthy workplace culture,"['DB Ross', 'JA Exposito', 'T Kennedy']",,… Stress: Breakthroughs in …,"Every organization needs to be driven by effective leaders. In higher education, many leadership courses are designed to transfer knowledge and critical thinking. Other",https://www.igi-global.com/chapter/stress-and-its-relationship-to-leadership-and-a-healthy-workplace-culture/240305,"['', '', '']",/scholar?hl=en&q=info:TPC_x_1z1YAJ:scholar.google.com/&output=cite&scirp=450&hl=en,7
Publication,"Managing quality in architecture: Integrating BIM, risk & design process","['C Nelson', 'G Nuttall']",,NA,"Completely revised throughout for this second edition, Managing Quality in Architecture addresses the new ISO 9001 standards after the significant 2015 revision. ISO 9001 is the",https://www.taylorfrancis.com/books/mono/10.4324/9781315272382/managing-quality-architecture-charles-nelson-gordon-nuttall,"['0Iy-uBIAAAAJ', '']",/scholar?hl=en&q=info:T6DG0mp6LvgJ:scholar.google.com/&output=cite&scirp=451&hl=en,7
Publication,The diversity of therapeutic recreation: Application of TR in the corporate world of business,"['MA Widmer', 'MD Duerden', 'ST Taniguchi']",,Therapeutic Recreation …,"In an ever-changing world characterized by rapidly expanding knowledge and technology, diversification should be part of every profession's quest to thrive. We can no longer operate",https://bctra.org/wp-content/uploads/tr_journals/2853-11812-1-PB.pdf,"['1zDVlncAAAAJ', 'Zv06i9gAAAAJ', '']",/scholar?hl=en&q=info:101P3MYW_9QJ:scholar.google.com/&output=cite&scirp=452&hl=en,7
Publication,Leading groups to create healthy culture through accomplishing tasks aligned to strategy,"['JR Moore', 'LE Kizer', 'BP Jeon']",,International Journal of …,This study examined the link between the consistency of self-evaluation versus peer-evaluation of managers skills and the level of relational stress in an organization and was,https://www.clutejournals.com/index.php/IJMIS/article/view/4154,"['NzWIEV0AAAAJ', '', '']",/scholar?hl=en&q=info:dRVs4Kv1JpYJ:scholar.google.com/&output=cite&scirp=453&hl=en,7
Publication,The Latina-Hispanic network: Increasing awareness and representation within higher education for Latina-Hispanic students and professionals by creating …,['LJ Mateo'],,NA,"Using an action research paradigm, this study explored the experiences of Latina faculty, administrators, undergraduates, and graduate students at Emerald University, a four-year",https://search.proquest.com/openview/caba9502970e4e30d63d11f2fa4398c0/1?pq-origsite=gscholar&cbl=18750,[''],/scholar?hl=en&q=info:Rmc26zuJgVMJ:scholar.google.com/&output=cite&scirp=454&hl=en,8
Publication,"Travailler ensemble entre logiques professionnelles, organisationnelles et institutionnelles: Un développement professionnel sous contraintes","['C Letor', 'D Périsset Bagnoud']",,Travailler ensemble dans les …,"La lecture de l'ensemble des contributions de cet ouvrage collectif met en évidence les apports conceptuels, empiriques et pragmatiques des chapitres. Ceux-ci fournissent un",https://www.researchgate.net/profile/Caroline-Letor/publication/315823004_Travailler_ensemble_entre_logiques_professionnelles_organisationnelles_et_institutionnelles_un_developpement_professionnel_sous_contraintes/links/58e8a2010f7e9b978f7f5b47/Travailler-ensemble-entre-logiques-professionnelles-organisationnelles-et-institutionnelles-un-developpement-professionnel-sous-contraintes.pdf,"['d18BBGsAAAAJ', '']",/scholar?hl=en&q=info:bz3OWlvyEVEJ:scholar.google.com/&output=cite&scirp=455&hl=en,18
Publication,Особенности трансформации классического командообразования в виртуальное в условиях цифровизации,"['МА Макарченко', 'ОН Павлова']",,π-Economy,Технологический прогресс и глобальные экономические трансформации последних лет вызвали значительные изменения в практической деятельности организаций,https://cyberleninka.ru/article/n/osobennosti-transformatsii-klassicheskogo-komandoobrazovaniya-v-virtualnoe-v-usloviyah-tsifrovizatsii,"['7nys-0EAAAAJ', '']",/scholar?hl=en&q=info:rML_ksM_QTsJ:scholar.google.com/&output=cite&scirp=456&hl=en,18
Publication,Modele i determinanty efektywności zespołu,['A Pyszka'],,Studia ekonomiczne,Artykuł stanowi przegląd badań i teorii ważnych w pracy zespołów funkcjonujących w organizacji. Przegląd literatury ukazuje odchodzenie od pytania co umożliwia predykcję,https://www.infona.pl/resource/bwmeta1.element.desklight-aaa766be-47a7-43cd-be9e-9611a0ecdb10,['CERn0MkAAAAJ'],/scholar?hl=en&q=info:pyPRgMng1qwJ:scholar.google.com/&output=cite&scirp=457&hl=en,16
Publication,A study of the perceptions of diversity and inclusion initiatives in producing improved productive work cultures,['RT Crouch'],,NA,Organizations today view diversity in the workforce as extending beyond antidiscrimination laws. Diversity in the workplace is viewed as a means for organizations to maintain a,https://search.proquest.com/openview/1cfee213953f1e336aa7ce3496a7b9b6/1?pq-origsite=gscholar&cbl=18750,[''],/scholar?hl=en&q=info:9V2mAaUmuEwJ:scholar.google.com/&output=cite&scirp=458&hl=en,6
Publication,Inclusive curatorial practices: Facilitating team exhibition planning in the art museum using evaluative inquiry for learning in organizations,['AR Love'],,NA,"This dissertation study examines the growing art museum practice of using exhibition development teams, where cross-departmental staff members and community members",https://search.proquest.com/openview/ca22b707633388185b8747c90158ec47/1?pq-origsite=gscholar&cbl=18750,[''],/scholar?hl=en&q=info:ukRDApsXlDoJ:scholar.google.com/&output=cite&scirp=459&hl=en,6
Publication,The four steps to exceptional leadership of campus recreation in turbulent times,['WJ Weese'],,Recreational Sports Journal,Bob Dylan's “The Times They Are A-Changin”'describes the situation facing most college and university leaders as a result of the recent economic downturn. All financial,https://journals.sagepub.com/doi/abs/10.1123/rsj.34.2.95,[''],/scholar?hl=en&q=info:sm-tDIWoeIYJ:scholar.google.com/&output=cite&scirp=460&hl=en,7
Publication,"A correlational study of faculty trust in principal, collaborative leadership and teacher job stress",['GB Owen'],,NA,The purpose of this quantitative correlational study was to determine if faculty trust in principals and collaborative leadership behaviors predicted teacher job stress in K-12 public,https://search.proquest.com/openview/8fcd81ca91b3e00a63e69748d1d3529d/1?pq-origsite=gscholar&cbl=18750,[''],/scholar?hl=en&q=info:CQQJGSMWFTUJ:scholar.google.com/&output=cite&scirp=461&hl=en,6
Publication,The virtual team performance in solving teamwork conflict problems,"['C Siregar', 'MM Pane', 'YS Ruman']",,Proceedings of the 2018 International …,"This study aimed to know the ability of Binus Online Learning (BOL) students as a virtual team in solving their teamwork conflict problems, especially when they have to complete",https://dl.acm.org/doi/abs/10.1145/3231848.3231850,"['w7mFQhAAAAAJ', '3JBZ_dcAAAAJ', 'uDBQEeYAAAAJ']",/scholar?hl=en&q=info:uVIQGmLEMEcJ:scholar.google.com/&output=cite&scirp=462&hl=en,6
Publication,Leading with Cultural Intelligence,['M Moua'],,NA,Organizations in the 21st century are in need of culturally intelligent managers and leaders. The pressure to build authentic global networks and to cultivate an appreciation and respect,https://18.136.48.32/handle/123456789/127732,[''],/scholar?hl=en&q=info:Dj9UG3nle8cJ:scholar.google.com/&output=cite&scirp=463&hl=en,6
Publication,Systems thinking and museum ecosystem,"['Y Jung', 'AR Love']",,Systems Thinking in Museums: Theory and …,"This book is a collaborative effort among the two editors, Yuha Jung and Ann Rowson Love, and many authors and museums from different parts of the world to demonstrate how",https://books.google.com/books?hl=en&lr=&id=0Ls1DwAAQBAJ&oi=fnd&pg=PA3&ots=2K9THj_Tn3&sig=c6aAXPfKSaK0CeFQSgbB_2AtKas,"['JW9kTXEAAAAJ', '']",/scholar?hl=en&q=info:2m5XIbfzrc8J:scholar.google.com/&output=cite&scirp=464&hl=en,7
Publication,Evidence-based development in nurse-led interprofessional teams,"['B Pilon', 'C Ketel', 'H Davidson']",,Nursing Management,Background Nursing and healthcare leaders have advocated interprofessional care teams for decades along with the need to educate healthcare professions of different disciplines,https://journals.rcni.com/doi/pdfplus/10.7748/nm.22.3.35.e1332,"['', 'qf1zoiwAAAAJ', '']",/scholar?hl=en&q=info:qorwI3EUZ2kJ:scholar.google.com/&output=cite&scirp=465&hl=en,6
Publication,The impact of emotional intelligence on the leadership of public school superintendents,['A Fulcher Gutierrez'],,NA,Purpose: The purpose of this qualitative phenomenological study was to describe the perceptions of current public school superintendents in Southern California regarding the,https://digitalcommons.umassglobal.edu/edd_dissertations/99/,[''],/scholar?hl=en&q=info:TUWYJxnF-IAJ:scholar.google.com/&output=cite&scirp=466&hl=en,8
Publication,STARS: the implementation of a Computer-Aided Employee Suggestion Management System to operationalize a continuous improvement process,"['J Charron-Latour', 'S Bassetto', 'H Pourmonet']",,"Cognition, Technology & …","Organizations are looking for ways to sustain incremental improvements. For this end, we developed a Computer-Aided Employee Suggestion Management System (CAESMS) called",https://link.springer.com/article/10.1007/s10111-016-0401-3,"['', 'bx_yHWUAAAAJ', '']",/scholar?hl=en&q=info:0NItLDSPJG4J:scholar.google.com/&output=cite&scirp=467&hl=en,6
Publication,"Team building, virtue, and personal flourishing in organizations",['BT Engelland'],,Personal flourishing in organizations,"Good teamwork is essential in today's organizations at all levels, yet evidence suggests that dysfunctional teams occur in far too many situations. The cost of dysfunctional teams is",https://link.springer.com/chapter/10.1007/978-3-319-57702-9_9,['ZLYuDjkAAAAJ'],/scholar?hl=en&q=info:tQWLLAv9uo8J:scholar.google.com/&output=cite&scirp=468&hl=en,6
Publication,Being agile while coaching teams using their own data,"['M Pacheco', 'AL Mesquida', 'A Mas']",,European Conference on Software …,"This paper presents a case study of a Scrum team that decided to establish metrics to be aware of its way of working. Visual Agile, is a software tool to support Agile coaching, which",https://link.springer.com/chapter/10.1007/978-3-319-97925-0_36,"['', 'wYVsVfcAAAAJ', '-BvbLQYAAAAJ']",/scholar?hl=en&q=info:WZIsMuxfO8gJ:scholar.google.com/&output=cite&scirp=469&hl=en,7
Publication,Organizational and process reengineering: Approaches for health care transformation,['JALFF DSHS'],,NA,Winner of the Healthcare Information and Management Systems Society's (HIMSS) 2015 Book of the Year AwardGiven the on-going changes and challenges faced by today's health,https://books.google.com/books?hl=en&lr=&id=WV5ECgAAQBAJ&oi=fnd&pg=PP1&ots=xlmhArGZwC&sig=FUqs-qUS5zPysABlP14o2qxFzaY,[''],/scholar?hl=en&q=info:i3xBPGKBiOAJ:scholar.google.com/&output=cite&scirp=470&hl=en,7
Publication,"Leadership Practice, Organizational Culture and New Managerialism: Strengths, Challenges, Variations and Contradictions in Three Children's Service Agencies",['RE Vito'],,NA,"The purpose of this research study was to explore how social work leaders conceptualized and practiced leadership and how their leadership practice influenced, and was shaped by",https://scholars.wlu.ca/etd/1843/,[''],/scholar?hl=en&q=info:mqrSQM3zT5oJ:scholar.google.com/&output=cite&scirp=471&hl=en,6
Publication,Interdisciplinary management tool-workbook,"['T Smith', 'E Cross', 'A Booth', 'S Ariss']",,… : National Institute of …,"This section of the Interdisciplinary Management Tool (IMT) Workbook, is an instruction manual for organising and running the IMT's structured organisational development",https://www.academia.edu/download/28448393/Interdisciplinary_Management_Tool.pdf,"['zdpJKLEAAAAJ', '', 'FZWMvQEAAAAJ', 'Tl0kZYkAAAAJ']",/scholar?hl=en&q=info:9co5S5jxJ6kJ:scholar.google.com/&output=cite&scirp=472&hl=en,6
Publication,Towards the Best Value vendor: A study to BVP tenders from a private party's perspective,['A Booij'],,NA,This master thesis contains a graduation research to projects in which Best Value Procurement (BVP) is implemented as the award mechanism. The report has been,http://resolver.tudelft.nl/uuid:0f388691-ff19-4a09-9fd9-ec3f144f5f8b,[''],/scholar?hl=en&q=info:qWAQUZYuCvEJ:scholar.google.com/&output=cite&scirp=473&hl=en,6
Publication,Rhetoric and the Politics of Workplace Innovation,['M Beirne'],,NA,This book provides a critical insight into the ongoing debates and controversies that surround employee empowerment and workplace innovation. It highlights competing,https://books.google.com/books?hl=en&lr=&id=CQkCAQAAQBAJ&oi=fnd&pg=PR1&ots=eR3ptu3vdb&sig=bQiSn3o7bCfAzyhwiJwINQh75Zo,[''],/scholar?hl=en&q=info:fBTqU2EhRiMJ:scholar.google.com/&output=cite&scirp=474&hl=en,7
Publication,Team psychological formulations in assertive outreach teams: evaluating staff experiences,"['G Harrison', 'E Sellers']",,British Journal of Mental …,"Team psychological formulation meetings aim to provide a space for team members to reflect on the development and maintenance of service users' difficulties, including the",https://www.magonlinelibrary.com/doi/abs/10.12968/bjmh.2018.7.2.75,"['', '']",/scholar?hl=en&q=info:BxcZVv7UpFUJ:scholar.google.com/&output=cite&scirp=475&hl=en,6
Publication,Women on Top,['M Heffernan'],,NA,More women are starting successful businesses than ever before. But what makes women leaders different? And how can others learn to capitalize on their strengths? Through,https://books.google.com/books?hl=en&lr=&id=pXMJCgAAQBAJ&oi=fnd&pg=PR9&ots=g4FVSxYW4W&sig=nFoeRd0Ju6Ms2iNpL9P9X9h-1XM,[''],/scholar?hl=en&q=info:-o_jVzl_WVMJ:scholar.google.com/&output=cite&scirp=476&hl=en,6
Publication,Working to improve literacy learning for all students through school leadership: An analytic autoethnography,['H Carrico'],,NA,"Teachers' expertise in literacy education has a direct impact on children's success in elementary school, yet school principals can also serve a major role by supporting the",https://search.proquest.com/openview/23de8b50602dfb3d088b37c3260d4510/1?pq-origsite=gscholar&cbl=18750,[''],/scholar?hl=en&q=info:bYAaXHEiBiMJ:scholar.google.com/&output=cite&scirp=477&hl=en,6
Publication,Applying the SECI Model and Bloom's Taxonomy to the preparation of Knowledge Management Specialists,['J Hvorecky'],,Proceedings of The Knowledge management and …,Learning (in its broad meaning of “knowledge gaining”) represents one of the Knowledge Management pillars. It can be studied from different angles. The SECI learning model by,http://www.cutn.sk/Library/proceedings/km_2012/PDF%20FILES/Hvorecky.pdf,['DwoBZ74AAAAJ'],/scholar?hl=en&q=info:bsHKX4Al0I8J:scholar.google.com/&output=cite&scirp=478&hl=en,6
Publication,A model for developing and assessing students' teamwork competencies,"['JS Neves', 'B Nakhai']",,NA,,,"['', '']",/scholar?hl=en&q=info:dF2KdERluvoJ:scholar.google.com/&output=cite&scirp=479&hl=en,7
Publication,Examining the efficacy of secondary mathematics inclusion co-teachers,['RC Rimpola'],,NA,Current educational policies such as NCLB and IDEA have led to the adoption of inclusive classrooms in schools. This presents challenges to teachers because they are held,https://digitalcommons.kennesaw.edu/etd/457/,[''],/scholar?hl=en&q=info:qWWtdFQuJPIJ:scholar.google.com/&output=cite&scirp=480&hl=en,6
Publication,Development and implementation of the Saskatchewan Leadership Program: Leading for healthcare transformation,"['B Mutwiri', 'C Witt', 'C Denysek']",,Healthcare …,The Saskatchewan Leadership Program (SLP) was developed based on the LEADS framework and aligned with Lean management to build leadership renewal and,https://journals.sagepub.com/doi/abs/10.1177/0840470415617404,"['', '', '']",/scholar?hl=en&q=info:uN8zeRrTLqQJ:scholar.google.com/&output=cite&scirp=481&hl=en,6
Publication,"Knowledge Enterprise, The: Innovation Lessons From Industry Leaders",['E Huizenga'],,NA,"The Knowledge Enterprise is a unique second edition about mastering business innovation. Industry-leading companies reveal the secrets and lessons of transition leadership, the",https://books.google.com/books?hl=en&lr=&id=G-U7DQAAQBAJ&oi=fnd&pg=PP1&ots=L1-FJ9iiAs&sig=0qLr8LZtUyvS3oJZ2m-xdwUcSGw,[''],/scholar?hl=en&q=info:OTJUfwGEfsIJ:scholar.google.com/&output=cite&scirp=482&hl=en,6
Publication,Proactive teams yield exceptional care,"['C DiMichele', 'L Gaffney']",,Nursing Management,Proactive teams yield exceptional care : Nursing Management Log in or Register Subscribe to  journalSubscribe Get new issue alertsGet alerts Secondary Logo Journal Logo Advanced,https://journals.lww.com/nursingmanagement/Fulltext/2005/05000/Proactive_teams_yield_exceptional_care.18.aspx,"['', '']",/scholar?hl=en&q=info:HcVrikW66scJ:scholar.google.com/&output=cite&scirp=483&hl=en,6
Publication,The mediating effect of lean's soft factors on lean's hard factors and operational excellence in Malaysia manufacturing companies,['O Fok-Yew'],,International Journal of Business Marketing & …,The purpose of this study is to enhance the understanding of the relationship between Lean's soft factors on Lean's hard factors and operational excellence of Malaysia,http://www.ijbmm.com/paper/Jan2018/1157911964.pdf,[''],/scholar?hl=en&q=info:wxtnjSHtdZsJ:scholar.google.com/&output=cite&scirp=484&hl=en,7
Publication,The experience of individuals who transitioned from teacher to assistant-principal,['MM Hoffert'],,NA,The transition from teacher to assistant-principal is complex. The purpose of this study was to better understand the phenomenon of transition to leadership roles in high schools by,https://search.proquest.com/openview/7f99d651ec36dc030bab1c0d8a609134/1?pq-origsite=gscholar&cbl=18750,[''],/scholar?hl=en&q=info:Ookgj41rFHAJ:scholar.google.com/&output=cite&scirp=485&hl=en,6
Publication,Motivational interviewing for leaders in the helping professions: Facilitating change in organizations,"['C Marshall', 'AS Nielsen']",,NA,"Written expressly for leaders in health care and the social services, this accessible book shows how motivational interviewing (MI) can transform conversations about change within",https://books.google.com/books?hl=en&lr=&id=yMDxDwAAQBAJ&oi=fnd&pg=PP1&ots=zj9sHsn1-2&sig=CQxU6MxZZ1nkIvgelHXRtURrbRk,"['', 'Gr-RyWUAAAAJ']",/scholar?hl=en&q=info:_NChkJEjtzQJ:scholar.google.com/&output=cite&scirp=486&hl=en,6
Publication,The collaborative leader: The ultimate leadership challenge,"['I McDermott', 'LM Hall']",,NA,"In The Collaborative Leader, L. Michael Hall and Ian McDermott answer key questions about leadership. What is collaboration? How does it relate to leadership? How do you do it",https://books.google.com/books?hl=en&lr=&id=tpyVDQAAQBAJ&oi=fnd&pg=PT6&ots=M9Mzw8f3mf&sig=gSVvS9n47Btu5QX0qskPp_6pa2o,"['', '']",/scholar?hl=en&q=info:jTTFm61gRyEJ:scholar.google.com/&output=cite&scirp=487&hl=en,6
Publication,Dynamic educational leadership teams: From mine to ours,['MJ Jennings'],,NA,"Characterized by complex challenges and constant change, a school or district hierarchy can prove a difficult setting in which to establish high-performance teamwork. Dynamic",https://books.google.com/books?hl=en&lr=&id=E5fRHCiCik0C&oi=fnd&pg=PP3&ots=lbVrELr71o&sig=PKbyiUXgQ21j7OKuzF8q7juRpNY,[''],/scholar?hl=en&q=info:WRtUnpfPobgJ:scholar.google.com/&output=cite&scirp=488&hl=en,6
Publication,"Digital Sport Marketing: Concepts, Cases and Conversations","['A Seymour', 'P Blakey']",,NA,"Digital sport marketing is a new, dynamic and rapidly evolving area that is having a profound impact on contemporary sport business. This is the only textbook to introduce core principles",https://www.taylorfrancis.com/books/mono/10.4324/9781315204079/digital-sport-marketing-alan-seymour-paul-blakey,"['', '']",/scholar?hl=en&q=info:pLGVnmkm8fkJ:scholar.google.com/&output=cite&scirp=489&hl=en,7
Publication,Leaders building effective teams: Three corners of engagement,['JS Nappi'],,Delta Kappa Gamma Bulletin,"This article examines the relationship between and among leadership practices, administrator and teacher competencies, teaming, and student success through a structure",https://www.dkgnj.org/uploads/2/2/3/1/22313516/2019_jour_85-3.pdf#page=58,[''],/scholar?hl=en&q=info:vWt1opM_-nMJ:scholar.google.com/&output=cite&scirp=490&hl=en,7
Publication,Leadership and Followership in military interprofessional health care teams,"['ES Barry', 'KS Bader-Larsen', 'HS Meyer']",,Military …,"Introduction The US Military has long been aware of the vital role effective leaders play in high-functioning teams. Recently, attention has also been paid to the role of",https://academic.oup.com/milmed/article-abstract/186/Supplement_3/7/6409796,"['r0QaVw8AAAAJ', '', 'xGbN2HMAAAAJ']",/scholar?hl=en&q=info:X2eNombt48MJ:scholar.google.com/&output=cite&scirp=491&hl=en,7
Publication,"Model leadership: Discovering successful principals' skills, strategies, and approaches for student success",['AO Asiedu-Kumi'],,NA,"Urban schools are traditionally linked with low student performance perpetuated and sustained by ineffective leadership. However, some urban school principals have been",https://search.proquest.com/openview/1b295112309a2b85fc6db49ab3ff4422/1?pq-origsite=gscholar&cbl=18750,[''],/scholar?hl=en&q=info:yozgpTtD5msJ:scholar.google.com/&output=cite&scirp=492&hl=en,6
Publication,"The development and management of interpersonal trust in a business network in health, exercise, and wellbeing markets",['M Hakanen'],,Jyväskylä studies in business and economics,"The aim of this dissertation is to explore the development, management and measurement of interpersonal trust in the context of a business network. More specifically, the focus is",https://jyx.jyu.fi/handle/123456789/53254,['YOdS-TAAAAAJ'],/scholar?hl=en&q=info:Z5pZsOuf0sQJ:scholar.google.com/&output=cite&scirp=493&hl=en,6
Publication,Team effectiveness: a case study of a fast-growing private educational organization in the UAE,"['T Sharif', 'R Nahas']",,J Educ Pract,"This study attempts to investigate the effectiveness of grade-level teams within Emirates International Academy–EIA (pseudonym), a fast-accelerating private educational",https://www.academia.edu/download/32210700/8338-10671-1-PB.pdf,"['Dkcv5eIAAAAJ', '']",/scholar?hl=en&q=info:EATgtX2zoLEJ:scholar.google.com/&output=cite&scirp=494&hl=en,6
Publication,Investigating antecedents of task commitment and task attraction in service learning team projects,"['BS Schaffer', 'JG Manegold']",,Journal of Education for Business,The authors investigated the antecedents of team task cohesiveness in service learning classroom environments. Focusing on task commitment and task attraction as key,https://www.tandfonline.com/doi/abs/10.1080/08832323.2018.1457620,"['A9PaA1AAAAAJ', 'frdq-aAAAAAJ']",/scholar?hl=en&q=info:I2-Nt_XXeccJ:scholar.google.com/&output=cite&scirp=495&hl=en,6
Publication,The principal's field manual: The school principal as the organizational leader,"['MB Ayers', 'WA Sommers']",,NA,"'An extensive and comprehensive resource for aspiring as well as practicing school leaders at every level. For aspiring school leaders, this book provides a multifaceted look at the",https://books.google.com/books?hl=en&lr=&id=7Dc4DQAAQBAJ&oi=fnd&pg=PR9&ots=oyovA5SXJ8&sig=rtYw7wcytffimdsDaTBSiVtRaao,"['', '']",/scholar?hl=en&q=info:fpthuZARH3MJ:scholar.google.com/&output=cite&scirp=496&hl=en,6
Publication,A framework for capacity development: closing the gap between theory and practice,['D Boyd'],,NA,Capacity development has long been considered a cornerstone of development. While the development industry's commitment to capacity development has been fraught with debate,https://researchrepository.murdoch.edu.au/id/eprint/1659/,[''],/scholar?hl=en&q=info:XPeuvJ-nFpUJ:scholar.google.com/&output=cite&scirp=497&hl=en,7
Publication,School response to violence: A case study in developing crisis response teams,['RJ Walsh'],,NA,The purpose of this case study was to evaluate the perceptions of participants regarding their effectiveness in responding to defiant student violence as a crisis response team,https://search.proquest.com/openview/f86cd88fc706d5de4114ff8d532ee093/1?pq-origsite=gscholar&cbl=18750,[''],/scholar?hl=en&q=info:EIT6vCFOX6EJ:scholar.google.com/&output=cite&scirp=498&hl=en,6
Publication,Learning to be an interdisciplinary researcher: incorporating training about dispositional and epistemological differences into graduate student environmental science …,"['DC Gosselin', 'K Thompson', 'D Pennington']",,Journal of Environmental …,The interdisciplinary research (IR) that is necessary for the creation of innovative solutions for the many complex environmental challenges facing society requires collaboration and,https://link.springer.com/article/10.1007/s13412-020-00605-w,"['', '4yYDfDgAAAAJ', 'PFifM5MAAAAJ']",/scholar?hl=en&q=info:Ab-rwrj8_kMJ:scholar.google.com/&output=cite&scirp=499&hl=en,8
Publication,Training a joint and expeditionary mindset,"['E Menaker', 'J MacDonald', 'A Hendrick', ""D O'Connor""]",,NA,The purpose of this research was to design a computer-mediated training environment to help ground-component forces develop the cognitive and affective skills needed to meet the,https://apps.dtic.mil/sti/citations/ADA460138,"['', '', '', '']",/scholar?hl=en&q=info:eiBYxL9yY5EJ:scholar.google.com/&output=cite&scirp=500&hl=en,7
Publication,Experiential learning in control systems laboratories and engineering project management,['RM Reck'],,NA,Experiential learning is a process by which a student creates knowledge through the insights gained from an experience. Kolb's model of experiential learning is a cycle of four,https://www.ideals.illinois.edu/handle/2142/90574,['LPnPdOcAAAAJ'],/scholar?hl=en&q=info:FFC-xhBlX8oJ:scholar.google.com/&output=cite&scirp=501&hl=en,6
Publication,Supervising team coaches: Working with complexity at a distance,"['A Hodge', 'D Clutterbuck']",,The Practitioner's Handbook of Team …,"This chapter explores team coach supervision from the perspectives of context, process, roles, methods and models, content and competences. It aims to develop an agenda for",https://www.taylorfrancis.com/chapters/edit/10.4324/9781351130554-24/supervising-team-coaches-alison-hodge-david-clutterbuck,"['', 'sCMokQIAAAAJ']",/scholar?hl=en&q=info:1MHD10uD85kJ:scholar.google.com/&output=cite&scirp=502&hl=en,6
Publication,The development and validation of a values-based organizational cultural framework useful to higher education institutions,['GM Meserve'],,NA,Values-based cultures can leverage all that is great with people to transform an organization into a high performing and healthy environment. The conflict that has existed for years,https://search.proquest.com/openview/31576cc33d00ff2ccc04cb213650af50/1?pq-origsite=gscholar&cbl=18750&diss=y,[''],/scholar?hl=en&q=info:9P2b4UWbdaAJ:scholar.google.com/&output=cite&scirp=503&hl=en,6
Publication,Training English Language Pre-Service Teachers Using a Team Based Learning Approach.,"['AA Samad', 'H Husein', 'JM Rashid']",,English Language …,Team Based Learning which focuses on enhancing positive group dynamics is a relatively popular instructional approach in several disciplines such as Health Sciences and,https://eric.ed.gov/?id=EJ1075183,"['BUs6KHcAAAAJ', '', '']",/scholar?hl=en&q=info:G3mn5h4bgSUJ:scholar.google.com/&output=cite&scirp=504&hl=en,7
Publication,Team formation on the basis of Belbin's roles to enhance students' performance in project based learning,"['A Aranzabal', 'E Epelde', 'M Artetxe']",,Education for Chemical Engineers,"This paper presents a method that instructors have designed and implemented to form balanced teams based on Belbin's roles, with the aim of boosting positive interdependence",https://www.sciencedirect.com/science/article/pii/S1749772821000452,"['DKI15QIAAAAJ', 'GSz-0cgAAAAJ', '']",/scholar?hl=en&q=info:yVuW7ywsWfMJ:scholar.google.com/&output=cite&scirp=505&hl=en,9
Publication,Impact of dysfunctional leadership on organizational performance,['O Savas'],,NA,,,[''],/scholar?hl=en&q=info:-dJu8DqXA5sJ:scholar.google.com/&output=cite&scirp=506&hl=en,7
Publication,Bullying versus creativity: Mutually exclusive workplace behaviors,['G Smith'],,Advances in Social Sciences Research Journal,"Applied creativity relies on workers who trust the environment and feel confident in making uncustomary strides to solve everyday problems. However, when employees face workplace",https://www.researchgate.net/profile/Antoine-Bernard-9/publication/319042571_3522-9012-1-PB/data/598c8484458515c333a9cff0/3522-9012-1-PB.pdf,[''],/scholar?hl=en&q=info:t_zX8a8gAYgJ:scholar.google.com/&output=cite&scirp=507&hl=en,7
Publication,Effect of the introduction of team management on the leadership role and skills needed to lead teams: A case study,['MA Kascus'],,NA,"Teams are considered a powerful management structure with the potential to increase productivity, improve quality, empower people and enable organizations to successfully",https://search.proquest.com/openview/f986537e82c17298f2a5237bb935c49e/1?pq-origsite=gscholar&cbl=18750&diss=y,[''],/scholar?hl=en&q=info:_SQT9WVzrDMJ:scholar.google.com/&output=cite&scirp=508&hl=en,6
Publication,Making sense of successful global teams,['K Einola'],,NA,"Global teams tend to underperform. Teamwork often frustrates members compromising the results as well as employee motivation. In practice, bad results are often camouflaged, and",https://www.utupub.fi/bitstream/handle/10024/143711/AnnalesE20Einola.pdf,['UGA7HZ8AAAAJ'],/scholar?hl=en&q=info:hyfk-2QweE0J:scholar.google.com/&output=cite&scirp=509&hl=en,7
Publication,Le manager intuitif-2e éd.: Une nouvelle force,['M Le Saget'],,NA,,,[''],/scholar?hl=en&q=info:4fklmi0X5osJ:scholar.google.com/&output=cite&scirp=510&hl=en,15
Publication,La communauté d'apprentissage professionnelle: une démarche favorisant la réussite éducative des élèves doués?,"['J Labelle', 'V Freiman', 'Y Doucet']",,Éducation et francophonie,Cet article présente les résultats d'une recherche visant à mieux comprendre l'apport des communautés d'apprentissage professionnelles (CAP) à l'égard des élèves doués. Les,https://www.erudit.org/en/journals/ef/1900-v1-n1-ef01048/1021027ar/abstract/,"['', 'q92UQgoAAAAJ', '']",/scholar?hl=en&q=info:_RrZs1GQXMsJ:scholar.google.com/&output=cite&scirp=511&hl=en,15
